Time, Depth, Velocity_Major, meanFloodDir, meanEbbDir, Bin,datetime
,31.1,-93.1,113.0,306.0,49,2025-10-24 06:00:00
,31.1,-70.2,113.0,306.0,49,2025-10-24 07:00:00
,31.1,-41.4,113.0,306.0,49,2025-10-24 08:00:00
,31.1,-13.1,113.0,306.0,49,2025-10-24 09:00:00
,31.1,10.6,113.0,306.0,49,2025-10-24 10:00:00
,31.1,27.3,113.0,306.0,49,2025-10-24 11:00:00
,31.1,34.0,113.0,306.0,49,2025-10-24 12:00:00
,31.1,28.0,113.0,306.0,49,2025-10-24 13:00:00
,31.1,10.9,113.0,306.0,49,2025-10-24 14:00:00
,31.1,-11.3,113.0,306.0,49,2025-10-24 15:00:00
,31.1,-31.9,113.0,306.0,49,2025-10-24 16:00:00
,31.1,-45.7,113.0,306.0,49,2025-10-24 17:00:00
,31.1,-49.7,113.0,306.0,49,2025-10-24 18:00:00
,31.1,-43.7,113.0,306.0,49,2025-10-24 19:00:00
,31.1,-30.9,113.0,306.0,49,2025-10-24 20:00:00
,31.1,-16.9,113.0,306.0,49,2025-10-24 21:00:00
,31.1,-5.8,113.0,306.0,49,2025-10-24 22:00:00
,31.1,0.2,113.0,306.0,49,2025-10-24 23:00:00
,31.1,-36.9,113.0,306.0,49,2025-10-29 00:00:00
,31.1,-31.7,113.0,306.0,49,2025-10-29 01:00:00
,31.1,-29.2,113.0,306.0,49,2025-10-29 02:00:00
,31.1,-31.4,113.0,306.0,49,2025-10-29 03:00:00
,31.1,-39.5,113.0,306.0,49,2025-10-29 04:00:00
,31.1,-52.6,113.0,306.0,49,2025-10-29 05:00:00
,31.1,-66.7,113.0,306.0,49,2025-10-29 06:00:00
,31.1,-76.9,113.0,306.0,49,2025-10-29 07:00:00
,31.1,-79.7,113.0,306.0,49,2025-10-29 08:00:00
,31.1,-74.4,113.0,306.0,49,2025-10-29 09:00:00
,31.1,-61.6,113.0,306.0,49,2025-10-29 10:00:00
,31.1,-42.7,113.0,306.0,49,2025-10-29 11:00:00
,31.1,-20.5,113.0,306.0,49,2025-10-29 12:00:00
,31.1,0.6,113.0,306.0,49,2025-10-29 13:00:00
,31.1,17.3,113.0,306.0,49,2025-10-29 14:00:00
,31.1,28.4,113.0,306.0,49,2025-10-29 15:00:00
,31.1,32.0,113.0,306.0,49,2025-10-29 16:00:00
,31.1,26.1,113.0,306.0,49,2025-10-29 17:00:00
,31.1,12.2,113.0,306.0,49,2025-10-29 18:00:00
,31.1,-5.3,113.0,306.0,49,2025-10-29 19:00:00
,31.1,-22.7,113.0,306.0,49,2025-10-29 20:00:00
,31.1,-37.8,113.0,306.0,49,2025-10-29 21:00:00
,31.1,-48.1,113.0,306.0,49,2025-10-29 22:00:00
,31.1,-51.1,113.0,306.0,49,2025-10-29 23:00:00
,31.1,-47.5,113.0,306.0,49,2025-10-30 00:00:00
,31.1,-41.1,113.0,306.0,49,2025-10-30 01:00:00
,31.1,-35.5,113.0,306.0,49,2025-10-30 02:00:00
,31.1,-31.8,113.0,306.0,49,2025-10-30 03:00:00
,31.1,-31.6,113.0,306.0,49,2025-10-30 04:00:00
,31.1,-37.6,113.0,306.0,49,2025-10-30 05:00:00
,31.1,-49.1,113.0,306.0,49,2025-10-30 06:00:00
,31.1,-61.1,113.0,306.0,49,2025-10-30 07:00:00
,31.1,-69.6,113.0,306.0,49,2025-10-30 08:00:00
,31.1,-72.8,113.0,306.0,49,2025-10-30 09:00:00
,31.1,-69.2,113.0,306.0,49,2025-10-30 10:00:00
,31.1,-57.0,113.0,306.0,49,2025-10-30 11:00:00
,31.1,-37.5,113.0,306.0,49,2025-10-30 12:00:00
,31.1,-15.7,113.0,306.0,49,2025-10-30 13:00:00
,31.1,3.6,113.0,306.0,49,2025-10-30 14:00:00
,31.1,19.2,113.0,306.0,49,2025-10-30 15:00:00
,31.1,30.0,113.0,306.0,49,2025-10-30 16:00:00
,31.1,32.2,113.0,306.0,49,2025-10-30 17:00:00
,31.1,23.6,113.0,306.0,49,2025-10-30 18:00:00
,31.1,7.4,113.0,306.0,49,2025-10-30 19:00:00
,31.1,-12.2,113.0,306.0,49,2025-10-30 20:00:00
,31.1,-32.5,113.0,306.0,49,2025-10-30 21:00:00
,31.1,-49.9,113.0,306.0,49,2025-10-30 22:00:00
,31.1,-59.2,113.0,306.0,49,2025-10-30 23:00:00
,31.1,-58.7,113.0,306.0,49,2025-10-31 00:00:00
,31.1,-51.9,113.0,306.0,49,2025-10-31 01:00:00
,31.1,-43.4,113.0,306.0,49,2025-10-31 02:00:00
,31.1,-35.2,113.0,306.0,49,2025-10-31 03:00:00
,31.1,-27.8,113.0,306.0,49,2025-10-31 04:00:00
,31.1,-24.9,113.0,306.0,49,2025-10-31 05:00:00
,31.1,-29.6,113.0,306.0,49,2025-10-31 06:00:00
,31.1,-39.9,113.0,306.0,49,2025-10-31 07:00:00
,31.1,-51.6,113.0,306.0,49,2025-10-31 08:00:00
,31.1,-62.1,113.0,306.0,49,2025-10-31 09:00:00
,31.1,-68.4,113.0,306.0,49,2025-10-31 10:00:00
,31.1,-66.1,113.0,306.0,49,2025-10-31 11:00:00
,31.1,-53.3,113.0,306.0,49,2025-10-31 12:00:00
,31.1,-34.0,113.0,306.0,49,2025-10-31 13:00:00
,31.1,-13.9,113.0,306.0,49,2025-10-31 14:00:00
,31.1,4.5,113.0,306.0,49,2025-10-31 15:00:00
,31.1,20.5,113.0,306.0,49,2025-10-31 16:00:00
,31.1,30.7,113.0,306.0,49,2025-10-31 17:00:00
,31.1,30.4,113.0,306.0,49,2025-10-31 18:00:00
,31.1,19.0,113.0,306.0,49,2025-10-31 19:00:00
,31.1,-0.4,113.0,306.0,49,2025-10-31 20:00:00
,31.1,-24.4,113.0,306.0,49,2025-10-31 21:00:00
,31.1,-48.4,113.0,306.0,49,2025-10-31 22:00:00
,31.1,-65.3,113.0,306.0,49,2025-10-31 23:00:00
,31.1,-70.3,113.0,306.0,49,2025-11-01 00:00:00
,31.1,-64.9,113.0,306.0,49,2025-11-01 01:00:00
,31.1,-54.4,113.0,306.0,49,2025-11-01 02:00:00
,31.1,-42.0,113.0,306.0,49,2025-11-01 03:00:00
,31.1,-28.9,113.0,306.0,49,2025-11-01 04:00:00
,31.1,-17.5,113.0,306.0,49,2025-11-01 05:00:00
,31.1,-12.6,113.0,306.0,49,2025-11-01 06:00:00
,31.1,-16.3,113.0,306.0,49,2025-11-01 07:00:00
,31.1,-27.1,113.0,306.0,49,2025-11-01 08:00:00
,31.1,-42.0,113.0,306.0,49,2025-11-01 09:00:00
,31.1,-57.1,113.0,306.0,49,2025-11-01 10:00:00
,31.1,-66.1,113.0,306.0,49,2025-11-01 11:00:00
,31.1,-63.8,113.0,306.0,49,2025-11-01 12:00:00
,31.1,-51.1,113.0,306.0,49,2025-11-01 13:00:00
,31.1,-33.1,113.0,306.0,49,2025-11-01 14:00:00
,31.1,-13.8,113.0,306.0,49,2025-11-01 15:00:00
,31.1,5.2,113.0,306.0,49,2025-11-01 16:00:00
,31.1,21.3,113.0,306.0,49,2025-11-01 17:00:00
,31.1,29.9,113.0,306.0,49,2025-11-01 18:00:00
,31.1,27.1,113.0,306.0,49,2025-11-01 19:00:00
,31.1,11.9,113.0,306.0,49,2025-11-01 20:00:00
,31.1,-13.1,113.0,306.0,49,2025-11-01 21:00:00
,31.1,-42.3,113.0,306.0,49,2025-11-01 22:00:00
,31.1,-67.4,113.0,306.0,49,2025-11-01 23:00:00
,31.1,-85.8,113.0,306.0,49,2025-11-03 00:00:00
,31.1,-94.0,113.0,306.0,49,2025-11-03 01:00:00
,31.1,-88.0,113.0,306.0,49,2025-11-03 02:00:00
,31.1,-71.5,113.0,306.0,49,2025-11-03 03:00:00
,31.1,-49.3,113.0,306.0,49,2025-11-03 04:00:00
,31.1,-25.4,113.0,306.0,49,2025-11-03 05:00:00
,31.1,-3.1,113.0,306.0,49,2025-11-03 06:00:00
,31.1,14.3,113.0,306.0,49,2025-11-03 07:00:00
,31.1,21.5,113.0,306.0,49,2025-11-03 08:00:00
,31.1,13.7,113.0,306.0,49,2025-11-03 09:00:00
,31.1,-7.0,113.0,306.0,49,2025-11-03 10:00:00
,31.1,-32.3,113.0,306.0,49,2025-11-03 11:00:00
,31.1,-53.1,113.0,306.0,49,2025-11-03 12:00:00
,31.1,-63.5,113.0,306.0,49,2025-11-03 13:00:00
,31.1,-62.1,113.0,306.0,49,2025-11-03 14:00:00
,31.1,-50.2,113.0,306.0,49,2025-11-03 15:00:00
,31.1,-31.8,113.0,306.0,49,2025-11-03 16:00:00
,31.1,-11.3,113.0,306.0,49,2025-11-03 17:00:00
,31.1,7.9,113.0,306.0,49,2025-11-03 18:00:00
,31.1,22.8,113.0,306.0,49,2025-11-03 19:00:00
,31.1,27.4,113.0,306.0,49,2025-11-03 20:00:00
,31.1,14.9,113.0,306.0,49,2025-11-03 21:00:00
,31.1,-14.2,113.0,306.0,49,2025-11-03 22:00:00
,31.1,-50.5,113.0,306.0,49,2025-11-03 23:00:00
,31.1,-82.5,113.0,306.0,49,2025-11-04 00:00:00
,31.1,-102.0,113.0,306.0,49,2025-11-04 01:00:00
,31.1,-105.3,113.0,306.0,49,2025-11-04 02:00:00
,31.1,-92.9,113.0,306.0,49,2025-11-04 03:00:00
,31.1,-69.5,113.0,306.0,49,2025-11-04 04:00:00
,31.1,-41.6,113.0,306.0,49,2025-11-04 05:00:00
,31.1,-13.6,113.0,306.0,49,2025-11-04 06:00:00
,31.1,12.3,113.0,306.0,49,2025-11-04 07:00:00
,31.1,31.3,113.0,306.0,49,2025-11-04 08:00:00
,31.1,35.6,113.0,306.0,49,2025-11-04 09:00:00
,31.1,22.1,113.0,306.0,49,2025-11-04 10:00:00
,31.1,-3.2,113.0,306.0,49,2025-11-04 11:00:00
,31.1,-30.5,113.0,306.0,49,2025-11-04 12:00:00
,31.1,-52.2,113.0,306.0,49,2025-11-04 13:00:00
,31.1,-63.2,113.0,306.0,49,2025-11-04 14:00:00
,31.1,-61.1,113.0,306.0,49,2025-11-04 15:00:00
,31.1,-47.7,113.0,306.0,49,2025-11-04 16:00:00
,31.1,-28.6,113.0,306.0,49,2025-11-04 17:00:00
,31.1,-8.4,113.0,306.0,49,2025-11-04 18:00:00
,31.1,10.8,113.0,306.0,49,2025-11-04 19:00:00
,31.1,24.2,113.0,306.0,49,2025-11-04 20:00:00
,31.1,23.5,113.0,306.0,49,2025-11-04 21:00:00
,31.1,3.3,113.0,306.0,49,2025-11-04 22:00:00
,31.1,-31.4,113.0,306.0,49,2025-11-04 23:00:00
,31.1,-69.1,113.0,306.0,49,2025-11-05 00:00:00
,31.1,-99.6,113.0,306.0,49,2025-11-05 01:00:00
,31.1,-115.5,113.0,306.0,49,2025-11-05 02:00:00
,31.1,-112.8,113.0,306.0,49,2025-11-05 03:00:00
,31.1,-93.4,113.0,306.0,49,2025-11-05 04:00:00
,31.1,-64.4,113.0,306.0,49,2025-11-05 05:00:00
,31.1,-32.8,113.0,306.0,49,2025-11-05 06:00:00
,31.1,-1.4,113.0,306.0,49,2025-11-05 07:00:00
,31.1,26.7,113.0,306.0,49,2025-11-05 08:00:00
,31.1,44.0,113.0,306.0,49,2025-11-05 09:00:00
,31.1,43.5,113.0,306.0,49,2025-11-05 10:00:00
,31.1,25.7,113.0,306.0,49,2025-11-05 11:00:00
,31.1,-1.4,113.0,306.0,49,2025-11-05 12:00:00
,31.1,-29.7,113.0,306.0,49,2025-11-05 13:00:00
,31.1,-51.9,113.0,306.0,49,2025-11-05 14:00:00
,31.1,-61.8,113.0,306.0,49,2025-11-05 15:00:00
,31.1,-57.5,113.0,306.0,49,2025-11-05 16:00:00
,31.1,-43.2,113.0,306.0,49,2025-11-05 17:00:00
,31.1,-24.4,113.0,306.0,49,2025-11-05 18:00:00
,31.1,-4.3,113.0,306.0,49,2025-11-05 19:00:00
,31.1,13.9,113.0,306.0,49,2025-11-05 20:00:00
,31.1,23.2,113.0,306.0,49,2025-11-05 21:00:00
,31.1,15.4,113.0,306.0,49,2025-11-05 22:00:00
,31.1,-10.6,113.0,306.0,49,2025-11-05 23:00:00
,31.1,-25.1,113.0,306.0,49,2025-11-11 00:00:00
,31.1,-19.1,113.0,306.0,49,2025-11-11 01:00:00
,31.1,-21.0,113.0,306.0,49,2025-11-11 02:00:00
,31.1,-33.9,113.0,306.0,49,2025-11-11 03:00:00
,31.1,-54.1,113.0,306.0,49,2025-11-11 04:00:00
,31.1,-75.7,113.0,306.0,49,2025-11-11 05:00:00
,31.1,-92.2,113.0,306.0,49,2025-11-11 06:00:00
,31.1,-97.5,113.0,306.0,49,2025-11-11 07:00:00
,31.1,-89.1,113.0,306.0,49,2025-11-11 08:00:00
,31.1,-70.5,113.0,306.0,49,2025-11-11 09:00:00
,31.1,-48.2,113.0,306.0,49,2025-11-11 10:00:00
,31.1,-25.0,113.0,306.0,49,2025-11-11 11:00:00
,31.1,-1.3,113.0,306.0,49,2025-11-11 12:00:00
,31.1,21.4,113.0,306.0,49,2025-11-11 13:00:00
,31.1,38.1,113.0,306.0,49,2025-11-11 14:00:00
,31.1,44.0,113.0,306.0,49,2025-11-11 15:00:00
,31.1,37.6,113.0,306.0,49,2025-11-11 16:00:00
,31.1,20.8,113.0,306.0,49,2025-11-11 17:00:00
,31.1,-2.3,113.0,306.0,49,2025-11-11 18:00:00
,31.1,-25.0,113.0,306.0,49,2025-11-11 19:00:00
,31.1,-41.2,113.0,306.0,49,2025-11-11 20:00:00
,31.1,-49.4,113.0,306.0,49,2025-11-11 21:00:00
,31.1,-51.5,113.0,306.0,49,2025-11-11 22:00:00
,31.1,-48.7,113.0,306.0,49,2025-11-11 23:00:00
,31.1,-41.9,113.0,306.0,49,2025-11-12 00:00:00
,31.1,-32.8,113.0,306.0,49,2025-11-12 01:00:00
,31.1,-25.6,113.0,306.0,49,2025-11-12 02:00:00
,31.1,-24.7,113.0,306.0,49,2025-11-12 03:00:00
,31.1,-32.4,113.0,306.0,49,2025-11-12 04:00:00
,31.1,-47.1,113.0,306.0,49,2025-11-12 05:00:00
,31.1,-64.3,113.0,306.0,49,2025-11-12 06:00:00
,31.1,-77.5,113.0,306.0,49,2025-11-12 07:00:00
,31.1,-81.4,113.0,306.0,49,2025-11-12 08:00:00
,31.1,-75.1,113.0,306.0,49,2025-11-12 09:00:00
,31.1,-61.4,113.0,306.0,49,2025-11-12 10:00:00
,31.1,-43.3,113.0,306.0,49,2025-11-12 11:00:00
,31.1,-22.7,113.0,306.0,49,2025-11-12 12:00:00
,31.1,-1.4,113.0,306.0,49,2025-11-12 13:00:00
,31.1,18.5,113.0,306.0,49,2025-11-12 14:00:00
,31.1,33.5,113.0,306.0,49,2025-11-12 15:00:00
,31.1,39.2,113.0,306.0,49,2025-11-12 16:00:00
,31.1,32.7,113.0,306.0,49,2025-11-12 17:00:00
,31.1,15.3,113.0,306.0,49,2025-11-12 18:00:00
,31.1,-8.1,113.0,306.0,49,2025-11-12 19:00:00
,31.1,-31.3,113.0,306.0,49,2025-11-12 20:00:00
,31.1,-49.2,113.0,306.0,49,2025-11-12 21:00:00
,31.1,-59.7,113.0,306.0,49,2025-11-12 22:00:00
,31.1,-62.0,113.0,306.0,49,2025-11-12 23:00:00
,31.1,-57.3,113.0,306.0,49,2025-11-13 00:00:00
,31.1,-48.4,113.0,306.0,49,2025-11-13 01:00:00
,31.1,-37.5,113.0,306.0,49,2025-11-13 02:00:00
,31.1,-27.2,113.0,306.0,49,2025-11-13 03:00:00
,31.1,-21.6,113.0,306.0,49,2025-11-13 04:00:00
,31.1,-24.4,113.0,306.0,49,2025-11-13 05:00:00
,31.1,-35.1,113.0,306.0,49,2025-11-13 06:00:00
,31.1,-48.9,113.0,306.0,49,2025-11-13 07:00:00
,31.1,-60.6,113.0,306.0,49,2025-11-13 08:00:00
,31.1,-66.6,113.0,306.0,49,2025-11-13 09:00:00
,31.1,-64.7,113.0,306.0,49,2025-11-13 10:00:00
,31.1,-55.0,113.0,306.0,49,2025-11-13 11:00:00
,31.1,-39.5,113.0,306.0,49,2025-11-13 12:00:00
,31.1,-21.7,113.0,306.0,49,2025-11-13 13:00:00
,31.1,-3.7,113.0,306.0,49,2025-11-13 14:00:00
,31.1,14.1,113.0,306.0,49,2025-11-13 15:00:00
,31.1,28.5,113.0,306.0,49,2025-11-13 16:00:00
,31.1,33.2,113.0,306.0,49,2025-11-13 17:00:00
,31.1,25.3,113.0,306.0,49,2025-11-13 18:00:00
,31.1,7.0,113.0,306.0,49,2025-11-13 19:00:00
,31.1,-17.3,113.0,306.0,49,2025-11-13 20:00:00
,31.1,-42.3,113.0,306.0,49,2025-11-13 21:00:00
,31.1,-62.0,113.0,306.0,49,2025-11-13 22:00:00
,31.1,-71.7,113.0,306.0,49,2025-11-13 23:00:00
,31.1,-70.8,113.0,306.0,49,2025-11-14 00:00:00
,31.1,-63.1,113.0,306.0,49,2025-11-14 01:00:00
,31.1,-51.7,113.0,306.0,49,2025-11-14 02:00:00
,31.1,-37.4,113.0,306.0,49,2025-11-14 03:00:00
,31.1,-22.3,113.0,306.0,49,2025-11-14 04:00:00
,31.1,-12.3,113.0,306.0,49,2025-11-14 05:00:00
,31.1,-11.8,113.0,306.0,49,2025-11-14 06:00:00
,31.1,-19.5,113.0,306.0,49,2025-11-14 07:00:00
,31.1,-32.0,113.0,306.0,49,2025-11-14 08:00:00
,31.1,-45.8,113.0,306.0,49,2025-11-14 09:00:00
,31.1,-56.0,113.0,306.0,49,2025-11-14 10:00:00
,31.1,-57.6,113.0,306.0,49,2025-11-14 11:00:00
,31.1,-50.0,113.0,306.0,49,2025-11-14 12:00:00
,31.1,-37.3,113.0,306.0,49,2025-11-14 13:00:00
,31.1,-23.1,113.0,306.0,49,2025-11-14 14:00:00
,31.1,-7.3,113.0,306.0,49,2025-11-14 15:00:00
,31.1,9.9,113.0,306.0,49,2025-11-14 16:00:00
,31.1,23.1,113.0,306.0,49,2025-11-14 17:00:00
,31.1,25.8,113.0,306.0,49,2025-11-14 18:00:00
,31.1,16.2,113.0,306.0,49,2025-11-14 19:00:00
,31.1,-3.7,113.0,306.0,49,2025-11-14 20:00:00
,31.1,-30.5,113.0,306.0,49,2025-11-14 21:00:00
,31.1,-57.6,113.0,306.0,49,2025-11-14 22:00:00
,31.1,-76.2,113.0,306.0,49,2025-11-14 23:00:00
,31.1,-81.6,113.0,306.0,49,2025-11-15 00:00:00
,31.1,-76.7,113.0,306.0,49,2025-11-15 01:00:00
,31.1,-65.9,113.0,306.0,49,2025-11-15 02:00:00
,31.1,-50.7,113.0,306.0,49,2025-11-15 03:00:00
,31.1,-31.3,113.0,306.0,49,2025-11-15 04:00:00
,31.1,-11.9,113.0,306.0,49,2025-11-15 05:00:00
,31.1,0.8,113.0,306.0,49,2025-11-15 06:00:00
,31.1,3.5,113.0,306.0,49,2025-11-15 07:00:00
,31.1,-3.3,113.0,306.0,49,2025-11-15 08:00:00
,31.1,-18.1,113.0,306.0,49,2025-11-15 09:00:00
,31.1,-36.3,113.0,306.0,49,2025-11-15 10:00:00
,31.1,-49.6,113.0,306.0,49,2025-11-15 11:00:00
,31.1,-52.6,113.0,306.0,49,2025-11-15 12:00:00
,31.1,-47.0,113.0,306.0,49,2025-11-15 13:00:00
,31.1,-37.4,113.0,306.0,49,2025-11-15 14:00:00
,31.1,-25.3,113.0,306.0,49,2025-11-15 15:00:00
,31.1,-9.9,113.0,306.0,49,2025-11-15 16:00:00
,31.1,6.5,113.0,306.0,49,2025-11-15 17:00:00
,31.1,17.7,113.0,306.0,49,2025-11-15 18:00:00
,31.1,18.1,113.0,306.0,49,2025-11-15 19:00:00
,31.1,6.2,113.0,306.0,49,2025-11-15 20:00:00
,31.1,-17.3,113.0,306.0,49,2025-11-15 21:00:00
,31.1,-47.4,113.0,306.0,49,2025-11-15 22:00:00
,31.1,-74.0,113.0,306.0,49,2025-11-15 23:00:00
,31.1,-88.1,113.0,306.0,49,2025-11-16 00:00:00
,31.1,-88.6,113.0,306.0,49,2025-11-16 01:00:00
,31.1,-79.8,113.0,306.0,49,2025-11-16 02:00:00
,31.1,-64.8,113.0,306.0,49,2025-11-16 03:00:00
,31.1,-44.4,113.0,306.0,49,2025-11-16 04:00:00
,31.1,-20.7,113.0,306.0,49,2025-11-16 05:00:00
,31.1,1.3,113.0,306.0,49,2025-11-16 06:00:00
,31.1,15.6,113.0,306.0,49,2025-11-16 07:00:00
,31.1,18.6,113.0,306.0,49,2025-11-16 08:00:00
,31.1,9.0,113.0,306.0,49,2025-11-16 09:00:00
,31.1,-10.5,113.0,306.0,49,2025-11-16 10:00:00
,31.1,-31.8,113.0,306.0,49,2025-11-16 11:00:00
,31.1,-45.9,113.0,306.0,49,2025-11-16 12:00:00
,31.1,-49.9,113.0,306.0,49,2025-11-16 13:00:00
,31.1,-46.4,113.0,306.0,49,2025-11-16 14:00:00
,31.1,-38.2,113.0,306.0,49,2025-11-16 15:00:00
,31.1,-26.0,113.0,306.0,49,2025-11-16 16:00:00
,31.1,-10.6,113.0,306.0,49,2025-11-16 17:00:00
,31.1,4.5,113.0,306.0,49,2025-11-16 18:00:00
,31.1,13.5,113.0,306.0,49,2025-11-16 19:00:00
,31.1,11.0,113.0,306.0,49,2025-11-16 20:00:00
,31.1,-5.7,113.0,306.0,49,2025-11-16 21:00:00
,31.1,-34.0,113.0,306.0,49,2025-11-16 22:00:00
,31.1,-65.0,113.0,306.0,49,2025-11-16 23:00:00
,31.1,-87.9,113.0,306.0,49,2025-11-17 00:00:00
,31.1,-96.9,113.0,306.0,49,2025-11-17 01:00:00
,31.1,-92.9,113.0,306.0,49,2025-11-17 02:00:00
,31.1,-79.4,113.0,306.0,49,2025-11-17 03:00:00
,31.1,-59.2,113.0,306.0,49,2025-11-17 04:00:00
,31.1,-34.5,113.0,306.0,49,2025-11-17 05:00:00
,31.1,-8.0,113.0,306.0,49,2025-11-17 06:00:00
,31.1,15.5,113.0,306.0,49,2025-11-17 07:00:00
,31.1,29.6,113.0,306.0,49,2025-11-17 08:00:00
,31.1,29.2,113.0,306.0,49,2025-11-17 09:00:00
,31.1,14.3,113.0,306.0,49,2025-11-17 10:00:00
,31.1,-8.6,113.0,306.0,49,2025-11-17 11:00:00
,31.1,-30.5,113.0,306.0,49,2025-11-17 12:00:00
,31.1,-44.7,113.0,306.0,49,2025-11-17 13:00:00
,31.1,-49.5,113.0,306.0,49,2025-11-17 14:00:00
,31.1,-46.3,113.0,306.0,49,2025-11-17 15:00:00
,31.1,-37.3,113.0,306.0,49,2025-11-17 16:00:00
